-3.042556345462799072e-04	4.295762255787849426e-02	3.900352120399475098e-01	-3.883016854524612427e-02	-4.464706480503082275e-01	-2.026288211345672607e-01	-6.759560201317071915e-04	6.938941031694412231e-02	3.022153675556182861e-01	4.211977422237396240e-01	-2.605067193508148193e-01	-1.835217922925949097e-01	-6.375271826982498169e-02	-3.358602821826934814e-01	-3.338576853275299072e-01	-2.638743817806243896e-02
1.911252140998840332e-01	1.402979195117950439e-01	-1.801412999629974365e-01	3.261267542839050293e-01	8.822046220302581787e-02	-2.011028379201889038e-01	-3.695474267005920410e-01	-5.848207697272300720e-02	2.284513711929321289e-01	-2.396068572998046875e-01	3.508248031139373779e-01	-2.831280231475830078e-01	3.747191131114959717e-01	2.228895574808120728e-02	3.317084014415740967e-01	-2.301841825246810913e-01
3.101096302270889282e-02	3.208774607628583908e-03	3.532888293266296387e-01	-3.221532702445983887e-02	-4.010419249534606934e-01	-1.741153001785278320e-01	4.693734273314476013e-02	2.740772441029548645e-02	3.019062876701354980e-01	4.294402599334716797e-01	-3.041785061359405518e-01	-1.460315436124801636e-01	-9.722778201103210449e-02	-4.045591056346893311e-01	-3.370534777641296387e-01	5.412501096725463867e-02
3.075448870658874512e-01	-3.587266504764556885e-01	-2.143880128860473633e-01	2.184339426457881927e-02	2.416821867227554321e-01	3.349247276782989502e-01	2.774711251258850098e-01	-3.178206980228424072e-01	1.569393873214721680e-01	-1.181799843907356262e-01	-8.362741768360137939e-02	3.068500757217407227e-01	-2.539739906787872314e-01	-2.699381709098815918e-01	-8.180808275938034058e-02	3.128862977027893066e-01
2.790396213531494141e-01	-3.626719713211059570e-01	-1.826831996440887451e-01	2.330763963982462883e-03	2.274159342050552368e-01	3.511594831943511963e-01	2.835611701011657715e-01	-3.027163147926330566e-01	1.735382527112960815e-01	-9.014250338077545166e-02	-9.804529696702957153e-02	3.125271201133728027e-01	-2.770188152790069580e-01	-2.655766010284423828e-01	-9.434500336647033691e-02	3.293228745460510254e-01
3.009731471538543701e-01	-3.592635691165924072e-01	-2.130465805530548096e-01	6.832274142652750015e-03	2.373454123735427856e-01	3.386895656585693359e-01	2.850490808486938477e-01	-3.143540620803833008e-01	1.540915071964263916e-01	-1.164617240428924561e-01	-9.080454707145690918e-02	3.107314705848693848e-01	-2.597929835319519043e-01	-2.632148265838623047e-01	-8.331314474344253540e-02	3.130042552947998047e-01
2.185683399438858032e-01	6.878927350044250488e-02	-2.838201522827148438e-01	2.949266433715820312e-01	2.150063067674636841e-01	-8.810669183731079102e-02	-3.265046179294586182e-01	-8.885443210601806641e-02	1.982966363430023193e-01	-3.090713918209075928e-01	3.799562752246856689e-01	-2.142566889524459839e-01	3.345183730125427246e-01	5.491678044199943542e-02	3.692153692245483398e-01	-1.873811781406402588e-01
1.368518769741058350e-01	1.625041216611862183e-01	-1.741776317358016968e-01	3.013396263122558594e-01	8.511243015527725220e-02	-2.146745175123214722e-01	-3.891290426254272461e-01	1.367933000437915325e-03	2.173117250204086304e-01	-2.154125422239303589e-01	3.485098779201507568e-01	-2.955444157123565674e-01	3.856537342071533203e-01	5.162563920021057129e-02	3.284683525562286377e-01	-2.593258321285247803e-01
-4.468162357807159424e-02	6.506666541099548340e-02	3.982138335704803467e-01	-6.670755147933959961e-02	-4.489397406578063965e-01	-1.995022892951965332e-01	1.319563109427690506e-02	1.020025014877319336e-01	2.506577968597412109e-01	4.377416074275970459e-01	-2.767428755760192871e-01	-1.730110794305801392e-01	-6.409067660570144653e-02	-3.114666640758514404e-01	-3.409418761730194092e-01	-2.218521200120449066e-02
2.531393468379974365e-01	-2.510377392172813416e-02	-3.507628738880157471e-01	2.706635892391204834e-01	3.170337080955505371e-01	1.868398487567901611e-02	-2.538884282112121582e-01	-1.682377606630325317e-01	1.816202551126480103e-01	-3.762702941894531250e-01	3.658711612224578857e-01	-1.051397025585174561e-01	2.700263559818267822e-01	5.352368578314781189e-02	3.729329407215118408e-01	-1.050462722778320312e-01
